BLJAPNOD_01899	smc01586
BLJAPNOD_00198	smc01106
BLJAPNOD_01832	smc02723
BLJAPNOD_01895	smc01591
BLJAPNOD_03402	smc01765
BLJAPNOD_03795	smc00071
BLJAPNOD_04604	smb21270
BLJAPNOD_06060	smb20587
BLJAPNOD_03726	smc00093
BLJAPNOD_01670	smc01823
BLJAPNOD_03920	smc00919
BLJAPNOD_00654	smc04088
BLJAPNOD_06102	smb20423
BLJAPNOD_02885	smc00949
BLJAPNOD_06109	smb21435
BLJAPNOD_01062	smc03205
BLJAPNOD_01315	smc00640
BLJAPNOD_03226	smc01315
BLJAPNOD_06098	smb20427
BLJAPNOD_00379	smc00358
BLJAPNOD_04896	smb21630
BLJAPNOD_03306	smc01376
BLJAPNOD_06920	smb20418
BLJAPNOD_00528	smc02829
BLJAPNOD_04113	smb21566
BLJAPNOD_06640	smb20981
BLJAPNOD_04017	smc03068
BLJAPNOD_01257	smc03981
BLJAPNOD_01440	smc02440
BLJAPNOD_01622	smc01965
BLJAPNOD_05792	smb20261
BLJAPNOD_03867	smc00868
BLJAPNOD_00240	smc01146
BLJAPNOD_03490	smc00553
BLJAPNOD_06389	sma0271
BLJAPNOD_03311	smc01929
BLJAPNOD_02089	smc01865
BLJAPNOD_02151	smc01439
BLJAPNOD_01600	smc01972
BLJAPNOD_03033	smc02074
BLJAPNOD_01119	smc03153
BLJAPNOD_01148	smc03941
BLJAPNOD_01376	smc00690
BLJAPNOD_02046	smc01594
BLJAPNOD_00303	smc00411
BLJAPNOD_05084	smb20620
BLJAPNOD_00932	smc02512
BLJAPNOD_00867	smc03241
BLJAPNOD_02763	smc00302
BLJAPNOD_03547	smc02404
BLJAPNOD_06547	smb21021
BLJAPNOD_00910	smc02496
BLJAPNOD_05305	smb21038
BLJAPNOD_01643	smc01950
BLJAPNOD_06095	smb20430
BLJAPNOD_03415	smc01756
BLJAPNOD_03406	smc01761
BLJAPNOD_04020	smc03065
BLJAPNOD_00761	smc03855
BLJAPNOD_05788	smb20265
BLJAPNOD_01114	smc03157
BLJAPNOD_00179	smc01731
BLJAPNOD_00476	smc02877
BLJAPNOD_06650	smb21104
BLJAPNOD_02521	smc04263
BLJAPNOD_03517	smc02601
BLJAPNOD_04804	smb21199
BLJAPNOD_03516	smc02599
BLJAPNOD_01717	smc01526
BLJAPNOD_02144	smc01449
BLJAPNOD_03929	smc00832
BLJAPNOD_02055	smc01573
BLJAPNOD_04034	smc03072
BLJAPNOD_02828	smc01206
BLJAPNOD_04803	smb21198
BLJAPNOD_00312	smc00402
BLJAPNOD_00967	smc03101
BLJAPNOD_02092	smc01868
BLJAPNOD_02595	smc04218
BLJAPNOD_00631	smc02793
BLJAPNOD_06097	smb20428
BLJAPNOD_02969	smc00287
BLJAPNOD_04526	smb21122
BLJAPNOD_06091	smb20434
BLJAPNOD_03981	smc00788
BLJAPNOD_04544	smb21221
BLJAPNOD_00289	smc00420
BLJAPNOD_01819	smc02733
BLJAPNOD_02894	smc00231
BLJAPNOD_02136	smc01455
BLJAPNOD_00548	smc04121
BLJAPNOD_03540	smc02654
BLJAPNOD_01404	smc00720
BLJAPNOD_02058	smc02817
BLJAPNOD_00912	smc02498
BLJAPNOD_03267	smc01343
BLJAPNOD_02027	smc01622
BLJAPNOD_01237	smc03994
BLJAPNOD_02909	smc00246
BLJAPNOD_01681	smc01814
BLJAPNOD_02025	smc01624
BLJAPNOD_01430	smc02450
BLJAPNOD_00241	smc01147
BLJAPNOD_03472	smc00571
BLJAPNOD_00084	smc02229
BLJAPNOD_03947	smc00811
BLJAPNOD_01686	smc01499
BLJAPNOD_02075	smc01853
BLJAPNOD_03381	smc01785
BLJAPNOD_03537	smc02651
BLJAPNOD_02614	smc00137
BLJAPNOD_03440	smc00602
BLJAPNOD_03097	smc01046
BLJAPNOD_00701	smc03894
BLJAPNOD_03910	smc00910
BLJAPNOD_00809	smc03792
BLJAPNOD_01852	smc02706
BLJAPNOD_04784	smb21175
BLJAPNOD_00649	smc04093
BLJAPNOD_00283	smc00425
BLJAPNOD_03173	smc01261
BLJAPNOD_03544	smc02408
BLJAPNOD_00054	smc02258
BLJAPNOD_02617	smc00140
BLJAPNOD_02637	smc00152
BLJAPNOD_01993	smc01647
BLJAPNOD_03909	smc00909
BLJAPNOD_03633	smc00053
BLJAPNOD_02102	smc01877
BLJAPNOD_00281	smc00427
BLJAPNOD_01414	smc00732
BLJAPNOD_02906	smc00244
BLJAPNOD_01719	smc01528
BLJAPNOD_00759	smc03853
BLJAPNOD_06278	smb20819
BLJAPNOD_00310	smc00404
BLJAPNOD_00882	smc03227
BLJAPNOD_00666	smc04407
BLJAPNOD_01390	smc00706
BLJAPNOD_02006	smc01636
BLJAPNOD_03071	smc02113
BLJAPNOD_03130	smc01023
BLJAPNOD_02639	smc00154
BLJAPNOD_04616	smb21273
BLJAPNOD_06641	smb21113
BLJAPNOD_00167	smc01723
BLJAPNOD_00525	smc02832
BLJAPNOD_02014	smc01635
BLJAPNOD_04541	smb21219
BLJAPNOD_00026	smc02311
BLJAPNOD_00721	smc03875
BLJAPNOD_04002	smc00770
BLJAPNOD_00987	smc03109
BLJAPNOD_02490	smc04302
BLJAPNOD_00400	smc00345
BLJAPNOD_00555	smc04127
BLJAPNOD_02101	smc01876
BLJAPNOD_06120	smb20477
BLJAPNOD_04771	smb21158
BLJAPNOD_03588	smc02377
BLJAPNOD_02769	smc02048
BLJAPNOD_00642	smc02804
BLJAPNOD_01256	smc03983
BLJAPNOD_02615	smc00138
BLJAPNOD_04097	smc02322
BLJAPNOD_01652	smc01939
BLJAPNOD_02649	smc00161
BLJAPNOD_01687	smc01500
BLJAPNOD_00074	smc02240
BLJAPNOD_04484	sma1236
BLJAPNOD_02711	smc00484
BLJAPNOD_06919	smb20417
BLJAPNOD_03983	smc00786
BLJAPNOD_00055	smc02257
BLJAPNOD_00359	smc00375
BLJAPNOD_00480	smc02873
BLJAPNOD_01818	smc02734
BLJAPNOD_06185	smb20785
BLJAPNOD_00109	smc02138
BLJAPNOD_00916	smc02502
BLJAPNOD_00166	smc01722
BLJAPNOD_03024	smc02065
BLJAPNOD_01980	smc01654
BLJAPNOD_00585	smc02563
BLJAPNOD_00601	smc02765
BLJAPNOD_00723	smc03873
BLJAPNOD_00901	smc02487
BLJAPNOD_03073	smc02115
BLJAPNOD_03389	smc01777
BLJAPNOD_00990	smc03112
BLJAPNOD_03936	smc00825
BLJAPNOD_02285	smc04322
BLJAPNOD_00175	smc01729
BLJAPNOD_03187	smc01275
BLJAPNOD_06388	sma0273
BLJAPNOD_01584	smc01985
BLJAPNOD_03356	smc01808
BLJAPNOD_03980	smc00789
BLJAPNOD_06195	smb20765
BLJAPNOD_00274	smc00432
BLJAPNOD_06394	sma0260
BLJAPNOD_01113	smc03158
BLJAPNOD_05789	smb20264
BLJAPNOD_02057	smc04455
BLJAPNOD_06210	smb20753
BLJAPNOD_06119	smb20476
BLJAPNOD_01805	smc01533
BLJAPNOD_03777	smc00075
BLJAPNOD_02039	smc01608
BLJAPNOD_01350	smc00672
BLJAPNOD_00865	smc03243
BLJAPNOD_05976	smb20013
BLJAPNOD_00114	smc02143
BLJAPNOD_04525	smb21121
BLJAPNOD_00739	smc03832
BLJAPNOD_06035	smc02028
BLJAPNOD_00957	smc03091
BLJAPNOD_06720	smb20142
BLJAPNOD_06068	smc01267
BLJAPNOD_01393	smc00709
BLJAPNOD_00237	smc01143
BLJAPNOD_04179	smb21648
BLJAPNOD_03199	smc01288
BLJAPNOD_02791	smc01232
BLJAPNOD_00942	smc02518
BLJAPNOD_01673	smc01820
BLJAPNOD_01415	smc00733
BLJAPNOD_04060	smc03032
BLJAPNOD_04037	smc03055
BLJAPNOD_04781	smb21171
BLJAPNOD_01055	smc03211
BLJAPNOD_04809	smb21204
BLJAPNOD_02676	smc00181
BLJAPNOD_03979	smc00790
BLJAPNOD_03492	smc00551
BLJAPNOD_01927	smc01561
BLJAPNOD_00272	smc01166
BLJAPNOD_02717	smc00535
BLJAPNOD_02594	smc04219
BLJAPNOD_00771	smc03862
BLJAPNOD_06044	smb20976
BLJAPNOD_01551	smb20585
BLJAPNOD_03610	smc00123
BLJAPNOD_04508	smb20486
BLJAPNOD_04732	smb21301
BLJAPNOD_02035	smc01613
BLJAPNOD_01691	smc01504
BLJAPNOD_02145	smc01444
BLJAPNOD_03930	smc00831
BLJAPNOD_06417	smc04189
BLJAPNOD_00456	smc02895
BLJAPNOD_03682	smc00103
BLJAPNOD_02061	smc04454
BLJAPNOD_02095	smc01870
BLJAPNOD_02899	smc00235
BLJAPNOD_00155	smc01702
BLJAPNOD_02433	smc04170
BLJAPNOD_01380	smc00696
BLJAPNOD_04767	smb21152
BLJAPNOD_00586	smc02562
BLJAPNOD_01612	smc01971
BLJAPNOD_00269	smc01163
BLJAPNOD_05846	smb20035
BLJAPNOD_01626	smc01961
BLJAPNOD_00893	smc02481
BLJAPNOD_03192	smc01280
BLJAPNOD_00253	smc01153
BLJAPNOD_01064	smc03204
BLJAPNOD_05875	smb20312
BLJAPNOD_00774	smc03865
BLJAPNOD_03664	smc00110
BLJAPNOD_00040	smc02272
BLJAPNOD_00340	smc00385
BLJAPNOD_04332	smb21590
BLJAPNOD_01125	smc02984
BLJAPNOD_03029	smc02070
BLJAPNOD_06186	smb20784
BLJAPNOD_06502	sma1750
BLJAPNOD_04320	smb20393
BLJAPNOD_06118	smb20466
BLJAPNOD_02551	smc04242
BLJAPNOD_03863	smc00863
BLJAPNOD_02314	smc04274
BLJAPNOD_03783	smc00017
BLJAPNOD_00546	smc04119
BLJAPNOD_04098	smc02321
BLJAPNOD_02977	smc00290
BLJAPNOD_03457	smc00588
BLJAPNOD_00613	smc02776
BLJAPNOD_03058	smc02100
BLJAPNOD_03023	smc02064
BLJAPNOD_03259	smc01331
BLJAPNOD_01413	smc00731
BLJAPNOD_02552	smc04241
BLJAPNOD_03148	smc01013
BLJAPNOD_04000	smc00772
BLJAPNOD_03918	smc00917
BLJAPNOD_00125	sma2325
BLJAPNOD_00143	smc02171
BLJAPNOD_04536	smb21133
BLJAPNOD_03804	smc00069
BLJAPNOD_06871	smb20960
BLJAPNOD_04797	smb21185
BLJAPNOD_06205	smb20757
BLJAPNOD_04509	smb20487
BLJAPNOD_00694	smc04383
BLJAPNOD_00137	smc02164
BLJAPNOD_00030	smc02307
BLJAPNOD_00069	smc02245
BLJAPNOD_03297	smc01370
BLJAPNOD_03458	smc00586
BLJAPNOD_00315	smc00399
BLJAPNOD_04232	sma0585
BLJAPNOD_06226	smb20706
BLJAPNOD_00993	smc04320
BLJAPNOD_02859	smc01173
BLJAPNOD_05923	smb20498
BLJAPNOD_00365	smc00366
BLJAPNOD_00304	smc00410
BLJAPNOD_00563	smc02584
BLJAPNOD_03322	smc01918
BLJAPNOD_04807	smb21202
BLJAPNOD_00949	smc02525
BLJAPNOD_06639	smb20980
BLJAPNOD_03064	smc02106
BLJAPNOD_00577	smc02572
BLJAPNOD_02681	smc00185
BLJAPNOD_00477	smc02876
BLJAPNOD_03185	smc01273
BLJAPNOD_02669	smc00175
BLJAPNOD_02080	smc01857
BLJAPNOD_03606	smc00129
BLJAPNOD_04042	smc03050
BLJAPNOD_04955	smb20046
BLJAPNOD_01708	smc01520
BLJAPNOD_02662	smc00168
BLJAPNOD_04328	smb20348
BLJAPNOD_03277	smc01351
BLJAPNOD_00189	smc01096
BLJAPNOD_03412	smc01758
BLJAPNOD_00518	smc02841
BLJAPNOD_01860	smc02699
BLJAPNOD_04058	smc03034
BLJAPNOD_00669	smc04404
BLJAPNOD_03111	smc01033
BLJAPNOD_01716	smc01525
BLJAPNOD_00415	smc00334
BLJAPNOD_05974	smb20015
BLJAPNOD_01128	smc02982
BLJAPNOD_00929	smc02509
BLJAPNOD_03680	smc00105
BLJAPNOD_01241	sma1927
BLJAPNOD_00197	smc01105
BLJAPNOD_04026	smc03059
BLJAPNOD_01003	sma0172
BLJAPNOD_00881	smc03228
BLJAPNOD_00599	smc02763
BLJAPNOD_03326	smc01914
BLJAPNOD_02032	smc01616
BLJAPNOD_04091	smc03002
BLJAPNOD_03043	smc02084
BLJAPNOD_03155	smc01006
BLJAPNOD_01813	smc02738
BLJAPNOD_03533	smc02644
BLJAPNOD_02119	smc01471
BLJAPNOD_03518	smc02603
BLJAPNOD_03826	smc00976
BLJAPNOD_05551	sma0615
BLJAPNOD_02090	smc01866
BLJAPNOD_01193	smc04043
BLJAPNOD_06718	smb20140
BLJAPNOD_00302	smc00412
BLJAPNOD_03828	smc00978
BLJAPNOD_03281	smc01353
BLJAPNOD_00120	smc02150
BLJAPNOD_04023	smc03062
BLJAPNOD_01821	smc02730
BLJAPNOD_00191	smc01099
BLJAPNOD_04310	smb20156
BLJAPNOD_05035	smb21522
BLJAPNOD_06240	smb20723
BLJAPNOD_00782	smc03818
BLJAPNOD_03772	smc00079
BLJAPNOD_03773	smc00078
BLJAPNOD_01859	smc00249
BLJAPNOD_02630	smc00148
BLJAPNOD_00508	smc02863
BLJAPNOD_00045	smc02267
BLJAPNOD_01299	smc03960
BLJAPNOD_03817	smc00969
BLJAPNOD_01211	smc04017
BLJAPNOD_06053	smb20967
BLJAPNOD_01887	smc02677
BLJAPNOD_02724	smc00490
BLJAPNOD_03603	smc02362
BLJAPNOD_06034	smc02029
BLJAPNOD_03865	smc00866
BLJAPNOD_02625	smc00144
BLJAPNOD_00732	smc03825
BLJAPNOD_03282	smc01354
BLJAPNOD_00822	smc03780
BLJAPNOD_02034	smc01614
BLJAPNOD_00095	smc02224
BLJAPNOD_03997	smc00774
BLJAPNOD_01710	smc01523
BLJAPNOD_05713	smc03131
BLJAPNOD_01162	smc03927
BLJAPNOD_02616	smc00139
BLJAPNOD_03857	smc00857
BLJAPNOD_01002	smc04363
BLJAPNOD_01857	smc02701
BLJAPNOD_03265	smc01340
BLJAPNOD_00943	smc02519
BLJAPNOD_06643	smb21111
BLJAPNOD_00058	smc02254
BLJAPNOD_02043	smc01602
BLJAPNOD_03183	smc01271
BLJAPNOD_01418	smc00736
BLJAPNOD_03849	smc00851
BLJAPNOD_03461	smc00583
BLJAPNOD_00948	smc02524
BLJAPNOD_01369	smc00682
BLJAPNOD_02611	smc00133
BLJAPNOD_01614	smc01969
BLJAPNOD_02612	smc00134
BLJAPNOD_00878	smc03231
BLJAPNOD_03096	smc01047
BLJAPNOD_00593	smc02756
BLJAPNOD_03372	smc01794
BLJAPNOD_03051	smc02093
BLJAPNOD_02891	smc00228
BLJAPNOD_00520	smc02837
BLJAPNOD_01822	smc02729
BLJAPNOD_02113	smc01880
BLJAPNOD_00064	smc02250
BLJAPNOD_05845	smb20036
BLJAPNOD_01748	smb20892
BLJAPNOD_03477	smc00566
BLJAPNOD_05751	sma2020
BLJAPNOD_03162	smc00999
BLJAPNOD_06385	smc03300
BLJAPNOD_03779	smc00019
BLJAPNOD_04313	smb20154
BLJAPNOD_04014	smc00761
BLJAPNOD_03787	smc00014
BLJAPNOD_05972	smb20017
BLJAPNOD_00483	smc02870
BLJAPNOD_02019	smc01630
BLJAPNOD_03473	smc00570
BLJAPNOD_00824	smc03777
BLJAPNOD_02912	smc00317
BLJAPNOD_02799	smc01227
BLJAPNOD_00675	smc04400
BLJAPNOD_01888	smc04456
BLJAPNOD_01382	smc00698
BLJAPNOD_02024	smc01625
BLJAPNOD_02117	smc01885
BLJAPNOD_01869	smc02693
BLJAPNOD_05903	smb21376
BLJAPNOD_06049	smb20971
BLJAPNOD_06072	smb20583
BLJAPNOD_00050	smc02262
BLJAPNOD_00621	smc02783
BLJAPNOD_01598	smc01974
BLJAPNOD_00693	smc04384
BLJAPNOD_02887	smc00951
BLJAPNOD_00540	smc04112
BLJAPNOD_00645	smc04095
BLJAPNOD_01216	smc04013
BLJAPNOD_04895	smb21631
BLJAPNOD_02658	smc00165
BLJAPNOD_03055	smc02097
BLJAPNOD_04112	smb22023
BLJAPNOD_00507	smc02862
BLJAPNOD_01124	smc02985
BLJAPNOD_00670	smc04403
BLJAPNOD_01913	smc01568
BLJAPNOD_01437	smc02442
BLJAPNOD_00098	smc02221
BLJAPNOD_00677	smc04398
BLJAPNOD_00145	smc02173
BLJAPNOD_00727	smc03869
BLJAPNOD_01790	smb21010
BLJAPNOD_03394	smc01773
BLJAPNOD_00218	smc01127
BLJAPNOD_02088	smc01864
BLJAPNOD_01690	smc01503
BLJAPNOD_03522	smc02632
BLJAPNOD_01074	smc03194
BLJAPNOD_01918	smc00344
BLJAPNOD_00612	smc02775
BLJAPNOD_02650	smc00162
BLJAPNOD_04256	sma1291
BLJAPNOD_03626	smc00118
BLJAPNOD_02407	smc04179
BLJAPNOD_02506	smc04275
BLJAPNOD_03289	smc01362
BLJAPNOD_02229	smc04351
BLJAPNOD_04649	smb21292
BLJAPNOD_01232	smc03999
BLJAPNOD_01646	smc01947
BLJAPNOD_06393	sma0263
BLJAPNOD_02832	smc01194
BLJAPNOD_05768	smb21526
BLJAPNOD_03832	smc00982
BLJAPNOD_05593	smb20369
BLJAPNOD_04012	smc00763
BLJAPNOD_02428	smc04172
BLJAPNOD_00300	smc00414
BLJAPNOD_01293	smc03964
BLJAPNOD_03157	smc01004
BLJAPNOD_01392	smc00708
BLJAPNOD_03241	smc01329
BLJAPNOD_01394	smc00710
BLJAPNOD_03367	smc01800
BLJAPNOD_06175	smb20940
BLJAPNOD_01245	smc03988
BLJAPNOD_06105	smb21439
BLJAPNOD_03021	smc02062
BLJAPNOD_03270	smc01346
BLJAPNOD_02900	smc00236
BLJAPNOD_04653	smb20680
BLJAPNOD_03442	smc00600
BLJAPNOD_00132	smc02162
BLJAPNOD_05094	smb20209
BLJAPNOD_06107	smb21437
BLJAPNOD_00781	smc03819
BLJAPNOD_02069	smc01848
BLJAPNOD_04068	smc03024
BLJAPNOD_01094	smc03173
BLJAPNOD_02800	smc01226
BLJAPNOD_03063	smc02105
BLJAPNOD_05813	smc04165
BLJAPNOD_03374	smc01792
BLJAPNOD_03935	smc00826
BLJAPNOD_00567	smc02581
BLJAPNOD_00740	smc03833
BLJAPNOD_01262	smc03976
BLJAPNOD_02809	smc01219
BLJAPNOD_03511	smc02559
BLJAPNOD_02585	smc04229
BLJAPNOD_00475	smc02878
BLJAPNOD_02067	smc01846
BLJAPNOD_06754	smb20929
BLJAPNOD_03528	smc02638
BLJAPNOD_04019	smc03066
BLJAPNOD_00305	smc00409
BLJAPNOD_00731	smc03824
BLJAPNOD_01874	smc02690
BLJAPNOD_03594	smc02371
BLJAPNOD_01910	smc01571
BLJAPNOD_02536	smc04254
BLJAPNOD_00063	smc02251
BLJAPNOD_02052	smc01576
BLJAPNOD_03846	smc00993
BLJAPNOD_01165	smc03924
BLJAPNOD_02518	smc04266
BLJAPNOD_03444	smc00598
BLJAPNOD_03310	smc01930
BLJAPNOD_02118	smc01472
BLJAPNOD_02836	smc01190
BLJAPNOD_02132	smc01459
BLJAPNOD_00129	sma2333
BLJAPNOD_06103	smb20422
BLJAPNOD_04331	smb21589
BLJAPNOD_06552	smb21321
BLJAPNOD_01778	smb20874
BLJAPNOD_00709	smc03885
BLJAPNOD_01715	smc01524
BLJAPNOD_00195	smc01103
BLJAPNOD_03791	smc00130
BLJAPNOD_03062	smc02104
BLJAPNOD_03092	smc01052
BLJAPNOD_02174	smc01429
BLJAPNOD_03905	smc00905
BLJAPNOD_00886	smc02464
BLJAPNOD_04065	smc03027
BLJAPNOD_03109	smc01035
BLJAPNOD_00442	smc02909
BLJAPNOD_06061	smb20586
BLJAPNOD_00529	smc02828
BLJAPNOD_05973	smb20016
BLJAPNOD_03722	smc00032
BLJAPNOD_02856	smc01178
BLJAPNOD_01814	smc02737
BLJAPNOD_02033	smc01615
BLJAPNOD_03188	smc01276
BLJAPNOD_03801	smc00005
BLJAPNOD_04357	smb20026
BLJAPNOD_01845	smc02712
BLJAPNOD_00478	smc02875
BLJAPNOD_01078	smc03190
BLJAPNOD_00360	smc00374
BLJAPNOD_05081	smb20623
BLJAPNOD_06276	smb20817
BLJAPNOD_01085	smc03181
BLJAPNOD_04231	sma0583
BLJAPNOD_03242	smc01330
BLJAPNOD_02825	smc01700
BLJAPNOD_01214	smc04015
BLJAPNOD_02004	smc01638
BLJAPNOD_05082	smb20622
BLJAPNOD_03542	smc02656
BLJAPNOD_03810	smc00962
BLJAPNOD_05021	smb20210
BLJAPNOD_00226	smc01135
BLJAPNOD_03234	smc01323
BLJAPNOD_05941	sma0044
BLJAPNOD_03615	smc00128
BLJAPNOD_02601	smc04213
BLJAPNOD_01589	smc01980
BLJAPNOD_01559	smb20450
BLJAPNOD_03712	smc00096
BLJAPNOD_02146	smc01443
BLJAPNOD_00224	smc01133
BLJAPNOD_00467	smc02885
BLJAPNOD_03614	smc00457
BLJAPNOD_04655	smb20678
BLJAPNOD_03800	smc00006
BLJAPNOD_02694	smc00548
BLJAPNOD_01489	smb20316
BLJAPNOD_03400	smc01767
BLJAPNOD_00430	smc00325
BLJAPNOD_02657	smc00164
BLJAPNOD_03077	smc02119
BLJAPNOD_06545	smb21018
BLJAPNOD_03534	smc02645
BLJAPNOD_02142	smc01450
BLJAPNOD_03102	smc01041
BLJAPNOD_00444	smc02907
BLJAPNOD_02770	smc02047
BLJAPNOD_03425	smc00617
BLJAPNOD_02576	smc04230
BLJAPNOD_02890	smc00227
BLJAPNOD_02758	smc00529
BLJAPNOD_03312	smc01928
BLJAPNOD_00320	smc00395
BLJAPNOD_00969	smc03103
BLJAPNOD_05715	smc03133
BLJAPNOD_00424	smc00330
BLJAPNOD_01200	smc04029
BLJAPNOD_03591	smc02374
BLJAPNOD_06234	smb20725
BLJAPNOD_06858	smb20946
BLJAPNOD_05921	smb20500
BLJAPNOD_00710	smc03884
BLJAPNOD_03529	smc02639
BLJAPNOD_02598	smc04216
BLJAPNOD_00147	smc02175
BLJAPNOD_01556	smc01549
BLJAPNOD_04773	smb21160
BLJAPNOD_01091	smc03176
BLJAPNOD_02312	sma0149
BLJAPNOD_04772	smb21159
BLJAPNOD_05200	smc00822
BLJAPNOD_02073	smc01851
BLJAPNOD_04323	smb20353
BLJAPNOD_06101	smb20424
BLJAPNOD_03973	smc00795
BLJAPNOD_01420	smc00738
BLJAPNOD_00337	smc00387
BLJAPNOD_06560	smb21314
BLJAPNOD_00535	smc02821
BLJAPNOD_06526	sma0374
BLJAPNOD_01324	smc00648
BLJAPNOD_01994	smc01646
BLJAPNOD_00657	smc04084
BLJAPNOD_05019	sma0148
BLJAPNOD_02623	smc00197
BLJAPNOD_03266	smc01342
BLJAPNOD_03637	smc00117
BLJAPNOD_04111	smb21568
BLJAPNOD_00248	smc01151
BLJAPNOD_05278	sma1043
BLJAPNOD_01651	smc01940
BLJAPNOD_01798	smb20996
BLJAPNOD_06882	smb20068
BLJAPNOD_04175	smb21644
BLJAPNOD_03467	smc00576
BLJAPNOD_02575	smc04276
BLJAPNOD_04036	smc03056
BLJAPNOD_06062	smb20584
BLJAPNOD_00426	smc00328
BLJAPNOD_00286	smc00423
BLJAPNOD_02806	smc01223
BLJAPNOD_01557	smb20452
BLJAPNOD_06080	smb20576
BLJAPNOD_05201	smc00823
BLJAPNOD_03041	smc02082
BLJAPNOD_00637	smc02799
BLJAPNOD_04643	smb21286
BLJAPNOD_00973	smb20302
BLJAPNOD_03925	smc00925
BLJAPNOD_02482	smc04311
BLJAPNOD_03707	smc00036
BLJAPNOD_03696	smc00098
BLJAPNOD_00335	smc00388
BLJAPNOD_06551	smb21322
BLJAPNOD_03088	smc02123
BLJAPNOD_06384	smc03301
BLJAPNOD_01699	smc01512
BLJAPNOD_06020	smb21707
BLJAPNOD_03438	smc00604
BLJAPNOD_00259	smc01157
BLJAPNOD_06909	sma0951
BLJAPNOD_02483	smc04310
BLJAPNOD_06215	smb20750
BLJAPNOD_06253	sma1124
BLJAPNOD_06504	smc01411
BLJAPNOD_03811	smc00963
BLJAPNOD_00472	smc02881
BLJAPNOD_02646	smc00159
BLJAPNOD_03701	smc00097
BLJAPNOD_01083	smc03183
BLJAPNOD_00605	smc02768
BLJAPNOD_01080	smc03188
BLJAPNOD_02691	smc00462
BLJAPNOD_01247	smc03986
BLJAPNOD_03574	smc02392
BLJAPNOD_04537	smb21134
BLJAPNOD_00629	smc02791
BLJAPNOD_06190	smb20770
BLJAPNOD_03579	smc02387
BLJAPNOD_01840	sma0126
BLJAPNOD_01438	smc02441
BLJAPNOD_03383	smc01783
BLJAPNOD_05765	smb21670
BLJAPNOD_05207	sma1009
BLJAPNOD_04227	smb20986
BLJAPNOD_00349	smc00379
BLJAPNOD_00989	smc03111
BLJAPNOD_02514	sma1214
BLJAPNOD_00297	smc00418
BLJAPNOD_06861	smb20949
BLJAPNOD_03035	smc02076
BLJAPNOD_03448	smc00594
BLJAPNOD_00140	smc02167
BLJAPNOD_04033	smc03057
BLJAPNOD_04583	smb21117
BLJAPNOD_01378	smc00692
BLJAPNOD_03271	smc01347
BLJAPNOD_02744	smc00517
BLJAPNOD_04642	smb21285
BLJAPNOD_01637	smc02608
BLJAPNOD_06254	sma1122
BLJAPNOD_04540	smb21218
BLJAPNOD_04301	smc03143
BLJAPNOD_01706	smc01518
BLJAPNOD_03877	smc00878
BLJAPNOD_00502	smc02860
BLJAPNOD_00619	smc02781
BLJAPNOD_01399	smc00715
BLJAPNOD_02186	smc01419
BLJAPNOD_00073	smc02241
BLJAPNOD_05358	smb20932
BLJAPNOD_00595	smc02758
BLJAPNOD_01658	smc01833
BLJAPNOD_05548	sma0620
BLJAPNOD_00900	smc02486
BLJAPNOD_01179	smc04052
BLJAPNOD_03641	smc00049
BLJAPNOD_02515	sma0769
BLJAPNOD_03933	smc00828
BLJAPNOD_05549	sma0617
BLJAPNOD_01550	smc04188
BLJAPNOD_00697	smc04381
BLJAPNOD_03942	smc00816
BLJAPNOD_02898	smc00234
BLJAPNOD_01258	smc03980
BLJAPNOD_04071	smc03021
BLJAPNOD_04016	smc03069
BLJAPNOD_06886	sma1308
BLJAPNOD_03181	smc01269
BLJAPNOD_05578	sma0072
BLJAPNOD_00234	smc00778
BLJAPNOD_06464	smb20336
BLJAPNOD_03672	smc00086
BLJAPNOD_03946	smc00812
BLJAPNOD_02667	smc00459
BLJAPNOD_03617	smc00063
BLJAPNOD_03293	smc01366
BLJAPNOD_03189	smc01277
BLJAPNOD_03054	smc02096
BLJAPNOD_00071	smc02243
BLJAPNOD_00597	smc02760
BLJAPNOD_03159	smc01002
BLJAPNOD_06627	smc01698
BLJAPNOD_04087	smc03005
BLJAPNOD_00099	smc02220
BLJAPNOD_05965	sma0041
BLJAPNOD_05717	smc03140
BLJAPNOD_06414	smb21586
BLJAPNOD_03171	smc01259
BLJAPNOD_02974	smc00257
BLJAPNOD_03186	smc01274
BLJAPNOD_05606	smc02649
BLJAPNOD_00758	smc03852
BLJAPNOD_06825	smc02419
BLJAPNOD_04527	smb21123
BLJAPNOD_01070	smc03198
BLJAPNOD_01386	smc00702
BLJAPNOD_01227	smc04004
BLJAPNOD_02746	smc00519
BLJAPNOD_03751	smc00026
BLJAPNOD_03856	smc00856
BLJAPNOD_06654	smb21090
BLJAPNOD_01588	smc01981
BLJAPNOD_00093	smc02226
BLJAPNOD_03576	smc02391
BLJAPNOD_03882	smc00883
BLJAPNOD_01396	smc00712
BLJAPNOD_03285	smc01358
BLJAPNOD_02247	smc00136
BLJAPNOD_03014	smc02055
BLJAPNOD_02599	smc04215
BLJAPNOD_01444	smc01426
BLJAPNOD_01649	smc01942
BLJAPNOD_00857	smc03746
BLJAPNOD_04708	sma1185
BLJAPNOD_02752	smc00524
BLJAPNOD_04954	smb20045
BLJAPNOD_00530	smc02827
BLJAPNOD_00779	smc03821
